Date,Time,City,Location,Latitude,Longitude,High_Accuracy,Direction,Type,Lanes_Blocked,Involved,Tweet,Source
2019-05-09,5:09 AM,Makati City,C5 MCKINLEY,14.54081,121.05533100000001,1,NB,STALLED 10 WHEELER TRUCK DUE TO MECHANICAL PROBLEM,1.0,10 WHEELER TRUCK,MMDA ALERT: Stalled 10 wheeler truck due to mechanical problem at C5 McKinley NB as of 5:09 AM. 1 lane occupied. MMDA assisted. #mmda,https://twitter.com/mmda/status/1126237088221786112
2019-05-09,5:41 AM,Quezon City,EDSA NORTH AVE MRT,14.654248999999998,121.03100800000001,1,SB,VEHICULAR ACCIDENT,1.0,UV EXPRESS AND BUS,MMDA ALERT: Vehicular accident at EDSA North Ave. MRT SB involving UV Express and bus as of 5:41 AM. 1 lane occupied. MMDA assisted. #mmda,https://twitter.com/mmda/status/1126243567242891264
2019-05-09,6:28 AM,Manila,ROAD 10 DPWH,14.594311,120.968493,1,NB,STALLED CRANE DUE TO MECHANICAL TROUBLE,1.0,CRANE,MMDA ALERT: Stalled Crane due to mechanical trouble at Road 10 DPWH NB as of 6:28 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126254660375867392
2019-05-09,7:21 AM,Makati City,EDSA BUENDIA,14.554948999999999,121.034967,1,,VEHICULAR ACCIDENT,1.0,CAR AND BUS,MMDA ALERT: Vehicular accident at EDSA Buendia involving car and bus as of 7:21 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126266882154061826
2019-05-09,7:52 AM,Quezon City,ELLIPTICAL ROAD QUEZON AVE.,14.650096,121.047073,1,WB,VEHICULAR ACCIDENT,1.0,MC AND VAN,MMDA ALERT: Vehicular accident at Quezon Ave Elliptical WB involving MC and van as of 7:52 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126275501100818433
2019-05-09,8:04 AM,Makati City,EDSA GUADALUPE,14.566348000000001,121.04535600000001,1,SB,VEHICULAR ACCIDENT,1.0,MC AND BUS,MMDA ALERT: Vehicular accident at EDSA Guadalupe SB involving MC and bus as of 8:04 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126278425147109376
2019-05-09,9:18 AM,Quezon City,COMMONWEALTH DILIMAN,14.659263000000001,121.06126100000002,1,WB,VEHICULAR ACCIDENT,1.0,CAR AND MC,MMDA ALERT: Vehicular accident at Commonwealth Diliman WB involving car and MC as of 9:18 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126298300775190529
2019-05-09,9:42 AM,Mandaluyong,EDSA SHAW BLVD,14.581153,121.05356499999999,1,SB,ONGOING DPWH TARPAULIN REMOVAL,1.0,,MMDA ALERT: Ongoing DPWH tarpaulin removal at EDSA Shaw Blvd Int SB as of 9:42 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126307011732201472
2019-05-09,10:02 AM,Quezon City,EDSA MAIN AVE,14.613660000000001,121.053801,1,SB,VEHICULAR ACCIDENT,1.0,TAXI AND CLOSED VAN,MMDA ALERT: Vehicular accident at EDSA Main Ave SB involving taxi and closed van as of 10:02 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126311522253168641
2019-05-09,10:03 AM,Quezon City,NORTH AVE SM NORTH,14.654923000000002,121.033441,1,WB,VEHICULAR ACCIDENT,1.0,CAR AND VAN,MMDA ALERT: Vehicular accident at North Ave SM North WB involving car and van as of 10:03 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126311793981177857
2019-05-09,10:21 AM,Pasay City,EDSA TRAMO,14.538386,121.00845600000001,1,NB,VEHICULAR ACCIDENT,1.0,CAR AND DUMP TRUCK,MMDA ALERT: Vehicular accident at EDSA Tramo intersection NB involving car and dump truck as of 10:21 AM. 1 lane oc… https://t.co/BCWy8Cwsr1,https://twitter.com/mmda/status/1126316238521622528
2019-05-09,10:38 AM,Mandaluyong,EDSA SULTAN,14.580472,121.05308400000001,1,SB,VEHICULAR ACCIDENT,1.0,CAR AND BUS,MMDA ALERT: Vehicular accident at EDSA Sultan SB involving car and bus as of 10:38 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126317905975492608
2019-05-09,10:39 AM,Quezon City,AURORA BLVD BALETE DRIVE,14.616748000000001,121.03964599999999,1,SB,VEHICULAR ACCIDENT,1.0,2 MC,MMDA ALERT: Vehicular accident at Aurora blvd Balete drive SB involving 2 MC as of 10:39 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126319334274428928
2019-05-09,11:40 AM,Quezon City,EDSA P TUAZON BLVD,14.616404000000001,121.052548,1,NB,VEHICULAR ACCIDENT,1.0,CAR AND TAXI,MMDA ALERT: Vehicular accident at EDSA P Tuazon Blvd NB involving car and taxi as of 11:40 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126334714162237441
2019-05-09,11:45 AM,Quezon City,KATIPUNAN C.P GARCIA,14.648273999999999,121.074353,1,NB,STALLED TRUCK DUE TO MECHANICAL TROUBLE,1.0,TRUCK,MMDA ALERT: Stalled truck due to mechanical trouble at Katipunan CP Garcia NB as of 11:45 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126335251901325312
2019-05-09,1:25 PM,Quezon City,QUEZON AVE BANAWE ST,14.623526000000002,121.00806599999999,1,EB,VEHICULAR ACCIDENT,1.0,CAR AND PUJ,MMDA ALERT: Vehicular accident at Quezon Ave Banawe st EB involving car and PUJ as of 1:25 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126362685640024064
2019-05-09,2:24 PM,Mandaluyong,EDSA STARMALL SPLIT,14.581153,121.05356499999999,1,SB,STALLED VAN DUE TO MECHANICAL PROBLEM,1.0,VAN,MMDA ALERT: Stalled Van due to mechanical problem at EDSA SB Starmall split as of 2:24 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126376418001035264
2019-05-09,2:43 PM,Mandaluyong,EDSA SHAW,14.581153,121.05356499999999,1,SB,VEHICULAR ACCIDENT,1.0,VAN AND TAXI,MMDA ALERT: Vehicular accident at EDSA Shaw svc. rd. SB involving van and taxi as of 2:43 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126380720564211712
2019-05-09,2:55 PM,Mandaluyong,EDSA ORTIGAS FLYOVER,14.586681,121.05631399999999,1,SB,VEHICULAR ACCIDENT,1.0,TAXI AND CAR,MMDA ALERT: Vehicular accident at EDSA Ortigas flyover SB involving taxi and car as of 2:55 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126382609276162049
2019-05-09,3:00 PM,Pasig City,ORTIGAS AVE MERALCO,14.588795999999999,121.06385800000001,1,EB,VEHICULAR ACCIDENT,1.0,2 VAN,MMDA ALERT: Vehicular accident at Ortigas Ave. Meralco EB involving 2 van as of 3:00 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126385965558157314
2019-05-09,4:29 PM,Pasig City,ORTIGAS ADB,14.590107000000001,121.062023,1,EB,STALLED TRUCK DUE TO FLAT TIRE,1.0,TRUCK,MMDA ALERT: Stalled truck due to flat tire at Ortigas ADB EB as of 4:29 PM. 1 lane occupied. MMDA on site. #Mmda,https://twitter.com/mmda/status/1126406532579581952
2019-05-09,4:33 PM,Pasig City,ORTIGAS EMERALD,14.586343,121.061481,1,EB,VEHICULAR ACCIDENT,1.0,SUV AND CAR,MMDA ALERT: Vehicular accident at Ortigas Emerald EB involving SUV and car as of 4:33 PM. 1 lane occupied. MMDA on site. #Mmda,https://twitter.com/mmda/status/1126406677773688833
2019-05-09,4:41 PM,Quezon City,C5 CALLE INDUSTRIA,14.605472,121.079122,1,SB,VEHICULAR ACCIDENT,1.0,PICK-UP AND MOTORCYCLE,MMDA ALERT: Vehicular accident at C5 Calle Industria SB involving pick-up and motorcycle as of 4:41 PM. 1 lane occupied. MMDA on site. #Mmda,https://twitter.com/mmda/status/1126418801275297792
2019-05-09,7:46 PM,Quezon City,COMMONWEALTH DILLIMAN PREPARATORY,14.674882,121.081396,1,WB,MULTIPLE COLLISION,,2 SUV AND CLOSED VAN,MMDA ALERT: Multiple collision at Commonwealth Dilliman Preparatory WB involving 2 SUV and closed van as of 7:46 PM… https://t.co/KjnXIIFkVF,https://twitter.com/mmda/status/1126459214098919424
2019-05-09,8:45 PM,Pasig City,EDSA POVEDA GUADIX,14.589096,121.05965900000001,1,NB,STALLED CAR DUE TO MECHANICAL PROBLEM,1.0,CAR,MMDA ALERT: Stalled car due to mechanical problem at EDSA NB Poveda Guadix as of 8:45 PM. 1 lane occupied. MMDA on site. #Mmda,https://twitter.com/mmda/status/1126477156345831429
2019-05-10,5:03 AM,Quezon City,COMMONWEALTH FLYOVER UNDER,14.665329999999999,121.07046899999999,1,WB,VEHICULAR ACCIDENT,1.0,DUMP TRUCK AND TAXI,MMDA ALERT: Vehicular accident at Commonwealth F/O under WB involving dump truck and taxi as of 5:03 AM. 1 lane occ… https://t.co/jmMBIpGqcY,https://twitter.com/mmda/status/1126597440629399552
2019-05-10,5:43 AM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,1,SB,MMDA ALERT: Stalled wing-van due to mechanical problem at C5 Ortigas F/O SB as of 5:43 AM. 1 lane occupied. MMDA assisted. #mmda,1.0,WING-VAN,MMDA ALERT: Stalled wing-van due to mechanical problem at C5 Ortigas F/O SB as of 5:43 AM. 1 lane occupied. MMDA assisted. #mmda,https://twitter.com/mmda/status/1126606537244401664
2019-05-10,6:40 AM,Mandaluyong,EDSA ORTIGAS,14.586681,121.05631399999999,1,SB,SELF ACCIDENT,1.0,BUS,MMDA ALERT: Self accident at EDSA Ortigas SB involving bus as of 6:40 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126623774046965760
2019-05-10,7:10 AM,Manila,QUIRINO PEDRO GIL,14.578728,120.998355,1,NB,STALLED WING VAN DUE TO MECHANICAL TROUBLE,1.0,WING VAN,MMDA ALERT: Stalled wing van due to mechanical trouble at Quirino Pedro Gil NB as of 7:10 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126631754045857792
2019-05-10,7:29 AM,Quezon City,EDSA AURORA TUNNEL,14.621564000000001,121.050149,1,NB,VEHICULAR ACCIDENT,1.0,MC AND TAXI,MMDA ALERT: Vehicular accident at EDSA after Aurora Tunnel NB involving MC and taxi as of 7:29 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126634614544424960
2019-05-10,8:46 AM,Manila,ROXAS BLVD KATIGBAK,14.582904000000001,120.975473,1,SB,VEHICULAR ACCIDENT,1.0,UV EXPRESS AND MC,MMDA ALERT: Vehicular accident at Roxas Blvd Katigbak SB involving UV Express and MC as of 8:46 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126653137773686784
2019-05-10,8:46 AM,Kalookan City,RMB PLAZA AVELINO,14.658468,120.98401000000001,1,EB,VEHICULAR ACCIDENT,1.0,PUJ AND TAXI,MMDA ALERT: Vehicular accident at RMB Plaza Avelino EB involving PUJ and taxi as of 8:46 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126653183168618496
2019-05-10,8:51 AM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,1,NB,VEHICULAR ACCIDENT,1.0,CAR AND MC,MMDA ALERT: Vehicular accident at C5 Ortigas F/O NB involving car and MC as of 8:51 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126653937392570368
2019-05-10,8:54 AM,Pasay City,EDSA MRT TAFT,14.537648,121.002175,1,NB,VEHICULAR ACCIDENT,1.0,CAR AND VAN,MMDA ALERT: Vehicular accident at EDSA MRT Taft NB involving car and van as of 8:54 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126654303509176321
2019-05-10,9:00 AM,Makati City,EDSA KALAYAAN,14.55778,121.038293,1,NB,VEHICULAR ACCIDENT,1.0,2 BUSES,MMDA ALERT: Vehicular accident at EDSA Kalayaan NB involving 2 buses as of 9:00 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126656294943842304
2019-05-10,9:26 AM,Makati City,C5 MARKET MARKET,14.549717999999999,121.05755,1,NB,VEHICULAR ACCIDENT,1.0,AUV AND CLOSED VAN,MMDA ALERT: Vehicular accident at C5 Market Market NB involving AUV and closed van as of 9:26 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126664470661439488
2019-05-10,9:26 AM,Makati City,C5 MARKET MARKET,14.549717999999999,121.05755,1,NB,VEHICULAR ACCIDENT,1.0,AUV AND CLOSED VAN,@poppedup MMDA ALERT: Vehicular accident at C5 Market Market NB involving AUV and closed van as of 9:26 AM. 1 lane… https://t.co/7UZwYCxlQ2,https://twitter.com/mmda/status/1126664699741736960
2019-05-10,10:47 AM,Mandaluyong,EDSA HIGHWAY 54,14.584119,121.055076,1,SB,STALLED BUS DUE TO MECHANICAL TROUBLE,1.0,BUS,MMDA ALERT: Stalled bus due to mechanical trouble at EDSA Highway 54 SB as of 10:47 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126684185119166466
2019-05-10,10:51 AM,Quezon City,EDSA AURORA TUNNEL,14.621564000000001,121.050149,1,NB,STALLED FX DUE TO MECHANICAL TROUBLE,1.0,FX,MMDA ALERT: Stalled FX due to mechanical trouble at EDSA Aurora Tunnel NB as of 10:51 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126684308222046210
2019-05-10,11:33 AM,ParaÃ±aque,MIA COASTAL,14.517417000000002,120.99331399999998,1,,VEHICULAR ACCIDENT,1.0,ELF VAN AND MC,MMDA ALERT: Vehicular accident at Mia Coastal Int involving Elf van and MC as of 11:33 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126694401005084672
2019-05-10,12:43 PM,Quezon City,C5 EASTWOOD,14.60728,121.078528,1,SB,VEHICULAR ACCIDENT,1.0,CAR AND TRUCK,MMDA ALERT: Vehicular accident at C5 Eastwood SB involving car and truck as of 12:43 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126713160038137856
2019-05-10,2:14 PM,Quezon City,EDSA KAMUNING,14.630769,121.04594499999999,1,SB,VEHICULAR ACCIDENT,2.0,VAN AND AUV,MMDA ALERT: Vehicular accident at EDSA Kamuning SB involving van and AUV as of 2:14 PM. 2 lanes occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126735033836888065
2019-05-10,2:19 PM,Mandaluyong,EDSA STARMALL,14.582431,121.05446699999999,1,SB,STALLED TAXI DUE TO MECHANICAL PROBLEM,1.0,TAXI,MMDA ALERT: Stalled taxi due to mechanical problem at EDSA Starmall service road SB as of 2:19 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126736531866001409
2019-05-10,3:06 PM,Quezon City,C5 CALLE INDUSTRIA,14.605472,121.079122,1,SB,VEHICULAR ACCIDENT,1.0,SUV AND CAR,MMDA ALERT: Vehicular accident at C5 Calle Industria SB involving SUV and car as of 3:06 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126749526503481344
2019-05-10,4:06 PM,Quezon City,MINDANAO AVE TANDANG SORA AVE,14.677079999999998,121.032172,1,NB,VEHICULAR ACCIDENT,1.0,TRUCK AND VAN,MMDA ALERT: Vehicular accident at Mindanao Ave. Tandang Sora Ave. NB involving truck and van as of 4:06 PM. 1 lane… https://t.co/hWANxNml1d,https://twitter.com/mmda/status/1126770084460908544
2019-05-10,4:09 PM,Quezon City,AURORA BLVD ARANETA AVE,14.622713000000001,121.052651,1,NB,STALLED AUV DUE TO MECHANICAL PROBLEM,1.0,AUV,MMDA ALERT: Stalled AUV due to mechanical problem at Aurora Blvd Araneta Ave intersection NB as of 4:09 PM. 1 lane… https://t.co/INtwICYaEA,https://twitter.com/mmda/status/1126770333829058562
2019-05-10,6:13 PM,Quezon City,COMMONWEALTH EVER GOTESCO,14.678482,121.083423,1,EB,VEHICULAR ACCIDENT,1.0,SUV,MMDA ALERT: Vehicular accident at Commonwealth Ever Gotesco EB involving SUV as of 6:13 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126795274683158529
2019-05-10,7:06 PM,Quezon City,EDSA TIMOG,14.63291,121.044944,1,NB,VEHICULAR ACCIDENT,1.0,CAR AND BUS,MMDA ALERT: Vehicular accident at EDSA Timog service road NB involving car and bus as of 7:06 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126816521102082048
2019-05-10,8:58 PM,Makati City,EDSA PETPLANS ESTRELLA,14.559818,121.04073700000001,1,SB,STALLED CAR DUE TO FLAT TIRE,1.0,CAR,MMDA ALERT: Stalled car due to flat tire at EDSA Petplans Estrella SB as of 8:58 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126843518771552256
2019-05-11,11:45 PM,Quezon City,EDSA TRINOMA,14.652928,121.031852,1,NB,VEHICULAR ACCIDENT,1.0,VAN AND AUV,MMDA ALERT: Vehicular accident at EDSA Trinoma NB involving van and AUV as of 11:45 PM. 1 lane occupied. MMDA assisted. #mmda,https://twitter.com/mmda/status/1126883467155742721
2019-05-11,6:39 AM,Quezon City,EDSA SANTOLAN,14.609767999999999,121.05558300000001,1,NB,STALLED JEEP DUE TO MECHANICAL TROUBLE,1.0,JEEP,MMDA ALERT: Stalled jeep due to mechanical trouble at EDSA Santolan NB as of 6:39 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1126982151885414400
2019-05-11,8:10 AM,Pasig City,C5 BAGONG ILOG,14.564141000000001,121.06961899999999,1,SB,VEHICULAR ACCIDENT,1.0,VAN AND TAXI,MMDA ALERT: Vehicular accident at C5 Bagong Ilog SB involving van and taxi as of 8:10 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127007839757656064
2019-05-11,9:00 AM,Kalookan City,C3 A MABINI,14.644878,120.97458300000001,1,EB,VEHICULAR ACCIDENT,1.0,TRAILER TRUCK AND L300,MMDA ALERT: Vehicular accident at C3 A Mabini EB involving trailer truck and L300 as of 9:00 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127018875881529345
2019-05-11,9:37 AM,Mandaluyong,EDSA CENTRAL,14.579778,121.05251200000001,1,NB,VEHICULAR ACCIDENT,1.0,CAR AND BUS,MMDA ALERT: Vehicular accident at EDSA Central NB involving car and bus as of 9:37 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127026518763245568
2019-05-11,9:43 AM,Makati City,EDSA MAGALLANES,14.540270999999999,121.01683700000001,1,NB,ONGOING DPWH ROAD REPAIR,1.0,,MMDA ALERT: Ongoing DPWH road repair at EDSA Magallanes NB as of 9:43 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127028648194629632
2019-05-11,9:59 AM,Mandaluyong,EDSA SULTAN,14.580472,121.05308400000001,1,SB,ONGOING MMDA TEC FOOT BRIDGE REPAIR,1.0,,MMDA ALERT: Ongoing MMDA TEC foot bridge repair at EDSA Sultan SB as of 9:59 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127032024529661952
2019-05-11,10:38 AM,Quezon City,EDSA BANSALANGIN,14.656235,121.02736000000002,1,SB,VEHICULAR ACCIDENT,1.0,CAR AND MC,MMDA ALERT: Vehicular accident at EDSA Bansalangin SB involving car and MC as of 10:38 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127042382317277187
2019-05-11,11:13 AM,Quezon City,EDSA SANTOLAN,14.609767999999999,121.05558300000001,1,SB,VEHICULAR ACCIDENT,1.0,CAR AND SUV,MMDA ALERT: Vehicular accident at EDSA Santolan SB involving car and SUV as of 11:13 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127050698397405184
2019-05-11,11:20 AM,Pasay City,SALES EAST,14.523696,121.026142,1,SB,STALLED ARMORED VAN DUE TO MECHANICAL TROUBLE,1.0,ARMORED VAN,MMDA ALERT: Stalled armored van due to mechanical trouble at Sales East service road SB as of 11:20 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127052981482868737
2019-05-11,11:22 AM,Mandaluyong,EDSA CENTRAL,14.579778,121.05251200000001,1,NB,VEHICULAR ACCIDENT,1.0,2 BUSES,MMDA ALERT: Vehicular accident at EDSA Central NB involving 2 buses as of 11:22 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127055268695556096
2019-05-11,11:29 AM,Quezon City,11TH JAMBOREE SAMAR,14.634039000000001,121.042653,1,EB,VEHICULAR ACCIDENT,1.0,2 VANS,MMDA ALERT: Vehicular accident at 11th Jamboree Samar EB involving 2 vans as of 11:29 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127057672979640320
2019-05-11,11:36 AM,Quezon City,EDSA BALINTAWAK,14.657414000000001,121.003896,1,SB,VEHICULAR ACCIDENT,1.0,BUS AND SUV,MMDA ALERT: Vehicular accident at EDSA Balintawak SB involving bus and SUV as of 11:36 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127059370842263552
2019-05-11,11:52 AM,Quezon City,EDSA AURORA TUNNEL,14.621564000000001,121.050149,1,NB,VEHICULAR ACCIDENT,1.0,TAXI AND AUV,MMDA ALERT: Vehicular accident at EDSA Aurora Tunnel NB involving taxi and AUV as of 11:52 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127060847228882944
2019-05-11,12:35 PM,Mandaluyong,EDSA PIONEER,14.572454,121.047299,1,NB,VEHICULAR ACCIDENT,1.0,CAR AND MC,MMDA ALERT: Vehicular accident at EDSA Pioneer NB involving car and MC as of 12:35 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127071364261617664
2019-05-11,12:40 PM,Makati City,C5 KALAYAAN,14.556079,121.06293600000001,1,NB,VEHICULAR ACCIDENT,1.0,CAR AND DUMP TRUCK,MMDA ALERT: Vehicular accident at C5 Kalayaan NB involving car and dump truck as of 12:40 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127072169341509632
2019-05-11,12:53 PM,Mandaluyong,EDSA PIONEER,14.572454,121.047299,1,NB,VEHICULAR ACCIDENT,1.0,CAR AND PICK UP TRUCK,MMDA ALERT: Vehicular accident at EDSA Pioneer NB involving car and pick up truck as of 12:53 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127075891006267397
2019-05-11,1:05 PM,Quezon City,EDSA TIMOG,14.63291,121.044944,1,EB,VEHICULAR ACCIDENT,1.0,CAR AND MC,MMDA ALERT: Vehicular accident at EDSA Timog EB involving car and MC as of 1:05 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127082846235971584
2019-05-11,1:22 PM,Quezon City,CONGRESSIONAL MINDANAO,14.667910999999998,121.03393799999999,1,SB,VEHICULAR ACCIDENT,1.0,2 CARS,MMDA ALERT: Vehicular accident at Congressional Mindanao SB involving 2 cars as of 1:22 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127083323354828800
2019-05-11,2:16 PM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.05356499999999,1,NB,STALLED AUV DUE TO FLAT TIRE,1.0,AUV,MMDA ALERT: Stalled AUV due to flat tire at EDSA Shaw Tunnel NB as of 2:16 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127101784000843776
2019-05-11,2:25 PM,Quezon City,EDSA SM ANNEX,14.655615,121.029875,1,NB,VEHICULAR ACCIDENT,2.0,CAR AND VAN,MMDA ALERT: Vehicular accident at EDSA SM Annex NB involving car and van as of 2:25 PM. 2 lanes occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127108661925408768
2019-05-11,2:36 PM,Mandaluyong,EDSA ORTIGAS,14.586681,121.05631399999999,1,SB,VEHICULAR ACCIDENT,1.0,BUS AND MC,MMDA ALERT: Vehicular accident at EDSA Ortigas Intersection SB involving bus and MC as of 2:36 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127108930545410048
2019-05-11,2:53 PM,Makati City,EDSA AYALA TUNNEL,14.550028,121.029058,1,SB,STALLED VAN DUE TO MECHANICAL PROBLEM,1.0,VAN,MMDA ALERT: Stalled van due to mechanical problem at EDSA Ayala Tunnel SB as of 2:53 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127115280918798343
2019-05-11,4:24 PM,Quezon City,QUEZON AVE DELTA,14.637473000000002,121.026629,1,EB,VEHICULAR ACCIDENT,2.0,PICK UP AND CAR,MMDA ALERT: Vehicular accident at Quezon Ave. Delta EB involving Pick up and car as of 4:24 PM. 2 lanes occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1127131887506341889
2019-05-11,5:50 PM,Makati City,EDSA NB BUENDIA LOADING BAY,14.554948999999999,121.034967,1,,STALLED VAN DUE TO MECHANICAL PROBLEM,1.0,VAN,"MMDA ALERT: Stalled van due to mechanical problem at EDSA NB, Buendia Loading Bay as of 5:50 PM. 1 lane occupied. MMDA on site. #mmda",https://twitter.com/mmda/status/1127156120076709889
2019-05-11,6:28 PM,Quezon City,EDSA SB NEW YORK,14.625695,121.048294,1,,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,"MMDA ALERT: Stalled bus due to mechanical problem at EDSA SB, New York as of 6:28 PM. 1 lane occupied. MMDA on site. #mmda",https://twitter.com/mmda/status/1127164123605684224
2019-05-11,10:10 PM,Quezon City,EDSA ERMIN GARCIA,14.628035,121.047229,1,SB,VEHICULAR ACCIDENT,1.0,BUS AND CAR,MMDA ALERT: Vehicular accident at Edsa Ermin Garcia SB involving Bus and car as of 10:10 PM. 1 lane occupied. MMDA assisted. #mmda,https://twitter.com/mmda/status/1127218781346918400
2019-05-11,11:42 PM,Quezon City,UP TOWN CENTER,14.651395,121.07441499999999,1,,VEHICULAR ACCIDENT,1.0,A CAR,MMDA ALERT: Vehicular accident at Up Town Center involving a car as of 11:42 PM. 1 lane occupied. MMDA assisted. #mmda,https://twitter.com/mmda/status/1127240624321642496
2019-05-12,1:13 AM,Quezon City,EDSA BALINTAWAK SHELL,14.657518,121.007902,1,NB,VEHICULAR ACCIDENT,1.0,VAN AND TRUCK,MMDA ALERT: Vehicular accident at Edsa Balintawak Infront of Shell NB involving Van and Truck as of 1:13 AM. 1 lane… https://t.co/hNEU9CdqSM,https://twitter.com/mmda/status/1127266847538028544
2019-05-12,1:40 AM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,1,,STALLED CLOSE VAN DUE TO MECHANICAL PROBLEM,1.0,CLOSE VAN,MMDA ALERT: Stalled close van due to mechanical problem at C5 Ortigas Flyover as of 1:40 AM. 1 lane occupied. MMDA assisted. #mmda,https://twitter.com/mmda/status/1127273170535215104
2019-05-12,2:15 AM,Manila,NAGTAHAN LACSON FLYOVER,14.601163,120.999218,1,SB,VEHICULAR ACCIDENT,1.0,A CAR,MMDA ALERT: Vehicular accident at Nagtahan Lacson Flyover SB involving a car as of 2:15 AM. 1 lane occupied. MMDA assisted. #mmda,https://twitter.com/mmda/status/1127278038104793088
